_id,name,logo,category,used,details,reviews,expires_on,type,location,code
914,Eabox,image/x-tiff,Computers,47,Integer ac leo. Pellentesque ultrices mattis odio.,1,27/09/2018,Rs.90 Cash Off,Navi Mumbai,C9644:AUA91G
915,Zava,image/gif,Beauty & Health,7,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",0,12/10/2018,70% Discount,Lucknow,M0144:DFBJ2A
916,Tagchat,image/gif,Beauty & Health,40,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,2,13/10/2018,70% Discount,Solapur,N1607:HIP46Z
917,Ailane,image/tiff,TV/Audio/Video & Movies,53,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,0,24/09/2018,Rs.60 Cash Off,Varanasi,L0942:I6WVZK
918,Yodel,image/pjpeg,Laptops & Gaming,80,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,0,18/10/2018,60% Discount,Ahmedabad,Q3505:9NZVLB
919,Eadel,image/gif,Beauty & Health,11,Integer ac leo.,0,04/10/2018,30% Discount,Thane,A9024:W7WL0C
920,Aimbu,image/png,Laptops & Gaming,51,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,2,20/09/2018,Rs.300 Cash Off,Amritsar,U6016:X4HTVV
921,Skinix,image/pjpeg,Entertainment,85,Cras in purus eu magna vulputate luctus.,2,26/10/2018,20% Discount,Lucknow,I7246:N9HQLT
922,Mycat,image/pjpeg,Fashion,63,Nulla tellus. In sagittis dui vel nisl.,3,12/10/2018,20% Discount,Vadodara,N0288:LQSCB1
923,Buzzdog,image/jpeg,Laptops & Gaming,41,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",2,16/10/2018,Rs.100 Cashback,Madurai,G2378:5TJOPV
924,Mycat,image/pjpeg,Computers,42,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",3,30/10/2018,Rs.50 Cashback,Dombivli,B4806:UB6IKP
925,Bubblemix,image/pjpeg,Beauty & Health,59,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",5,29/09/2018,Rs.40 Cash Off,Amritsar,O4452:0JS0CA
926,Skibox,image/tiff,Entertainment,16,Integer ac neque.,5,10/10/2018,Rs.500 Cashback,Ludhiana,W1504:3O0J8V
927,Thoughtstorm,image/jpeg,Home Furnishing & Decor,72,Etiam pretium iaculis justo.,4,23/10/2018,Rs.300 Cashback,Vijayawada,T6319:RKWOPR
928,Babbleset,image/tiff,Fashion,10,Donec posuere metus vitae ipsum.,5,14/09/2018,Rs.400 Cash Off,Ahmedabad,E0904:R0J77T
929,Topiczoom,image/pjpeg,Home Furnishing & Decor,21,Suspendisse potenti.,1,09/10/2018,Rs.400 Cash Off,Indore,X0199:8UBL38
930,Digitube,image/tiff,Home Furnishing & Decor,9,Nulla tellus.,2,08/10/2018,Rs.50 Cash Off,Delhi,K1990:92XNVF
931,Yakidoo,image/x-tiff,Laptops & Gaming,79,Fusce posuere felis sed lacus.,3,25/10/2018,Rs.50 Cashback,Agra,E9721:ASMR4V
932,Rhyzio,image/gif,Entertainment,5,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",2,22/10/2018,Rs.80 Cash Off,Patna,V8823:F2C9M1
933,Voomm,image/png,Entertainment,82,Aenean fermentum.,1,27/10/2018,40% Discount,Kolkata,C6958:A2G04M
934,Miboo,image/png,Computers,94,Suspendisse accumsan tortor quis turpis.,0,23/09/2018,Rs.400 Cashback,Vadodara,J2645:2Y8CJ7
935,Skaboo,image/png,Beauty & Health,65,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,0,10/10/2018,Rs.100 Cashback,Ahmedabad,B6041:WH43YZ
936,Riffpath,image/gif,Laptops & Gaming,27,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",2,16/10/2018,Rs.500 Cash Off,Teni,Q4430:A8W23X
937,Kwilith,image/png,Home Furnishing & Decor,69,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",3,12/10/2018,20% Discount,Shivaji Nagar,B5259:8XHBSY
938,Meembee,image/png,Entertainment,61,Integer ac leo. Pellentesque ultrices mattis odio.,0,13/09/2018,FREE,Tirunelveli,O0740:J6B4IT
939,Voomm,image/png,Home Furnishing & Decor,7,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",4,18/10/2018,70% Discount,Kanpur,Y8343:X2IQFW
940,Yakidoo,image/png,Food & Dining,66,Suspendisse accumsan tortor quis turpis.,3,29/10/2018,Rs.50 Cashback,Bengaluru,S2864:ZNTIYJ
941,Gigashots,image/jpeg,Mobiles & Tablets,33,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",3,30/10/2018,Rs.40 Cash Off,Chennai,Y7140:DLPZPQ
942,Oloo,image/gif,Home Furnishing & Decor,24,Nullam sit amet turpis elementum ligula vehicula consequat.,2,22/10/2018,80% Discount,Kolkata,O8891:SNT5LT
943,Edgepulse,image/jpeg,Computers,23,In sagittis dui vel nisl. Duis ac nibh.,4,08/10/2018,Rs.60 Cash Off,Nowrangapur,U6502:8GFIS1
944,Voonyx,image/tiff,Beauty & Health,78,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",3,29/09/2018,Rs.500 Cash Off,Pune,B8336:XTAPYJ
945,Shufflester,image/x-tiff,Laptops & Gaming,75,In sagittis dui vel nisl. Duis ac nibh.,2,28/09/2018,Rs.400 Cashback,Nowrangapur,T1833:E6DRIN
946,Yodoo,image/pjpeg,Fashion,98,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,4,03/10/2018,Rs.100 Cashback,Chandigarh,M2617:MY6YF0
947,Jaxworks,image/x-tiff,Food & Dining,61,Fusce consequat.,4,18/10/2018,Rs.200 Cashback,Tirunelveli,J7168:NV8PDH
948,Kwimbee,image/tiff,Home Furnishing & Decor,55,Phasellus sit amet erat.,4,13/10/2018,Rs.300 Cashback,Ahmedabad,K9057:Z64ZCK
949,Zooxo,image/png,Recharge,67,Nullam varius.,4,28/10/2018,Rs.80 Cash Off,Srinagar,P3764:LAJF1Q
950,Camimbo,image/jpeg,Home Furnishing & Decor,64,Donec dapibus. Duis at velit eu est congue elementum.,2,03/10/2018,Rs.100 Cashback,Nowrangapur,A1238:A4YS0R
951,Skyble,image/x-tiff,Laptops & Gaming,59,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",2,22/09/2018,Rs.100 Cash Off,Vijayawada,Q4900:IJRHGC
952,Meejo,image/tiff,Beauty & Health,58,Integer ac neque.,1,13/10/2018,Rs.60 Cash Off,Ahmedabad,R4559:L9EVQD
953,Gabcube,image/gif,Computers,35,Aliquam non mauris.,0,18/09/2018,Rs.300 Cashback,Bengaluru,K9649:KNLRWU
954,Mymm,image/tiff,Computers,6,Duis mattis egestas metus.,4,30/10/2018,Rs.100 Cash Off,Kalyan,N6924:JFH5EO
955,Eire,image/png,Laptops & Gaming,96,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,2,20/10/2018,Rs.400 Cash Off,Aurangabad,K0311:IINVK2
956,Tagtune,image/x-tiff,Recharge,3,Etiam vel augue.,5,18/10/2018,Rs.50 Cashback,Mumbai,A1717:TFFXJ4
957,Zoomcast,image/x-tiff,Recharge,49,Morbi vel lectus in quam fringilla rhoncus.,3,28/09/2018,70% Discount,Varanasi,M1959:2HH6HR
958,Bluezoom,image/jpeg,Recharge,77,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,3,19/10/2018,Rs.40 Cash Off,Kalyan,B9443:NGING5
959,Talane,image/gif,Beauty & Health,11,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",4,12/10/2018,Rs.500 Cash Off,Bhopal,R5238:KSGST5
960,Riffpedia,image/tiff,Fashion,82,In congue. Etiam justo.,4,14/10/2018,30% Discount,Ludhiana,L3829:P1NV3B
961,Topicstorm,image/jpeg,TV/Audio/Video & Movies,90,Cras pellentesque volutpat dui.,0,12/10/2018,10% Discount,Visakhapatnam,G3713:LPSFHU
962,Aibox,image/jpeg,TV/Audio/Video & Movies,49,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",3,19/09/2018,90% Discount,Gwalior,R4818:A1C1DJ
963,Edgeify,image/png,Entertainment,83,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",4,19/10/2018,Rs.300 Cashback,Madurai,D6438:7DXSXR
964,Fliptune,image/pjpeg,Mobiles & Tablets,17,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",2,26/09/2018,20% Discount,Srinagar,R8541:NVRA61
965,Tagfeed,image/gif,Laptops & Gaming,60,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",0,03/10/2018,Rs.300 Cashback,Kanpur,Q0124:Z9W1VP
966,Thoughtstorm,image/jpeg,Fashion,44,Curabitur convallis.,4,18/09/2018,Rs.90 Cash Off,Dombivli,D6848:9TTEMP
967,Oozz,image/jpeg,Computers,67,Phasellus in felis.,3,24/10/2018,Rs.70 Cash Off,Hyderabad,Y2507:D0CEGI
968,Meevee,image/gif,Home Furnishing & Decor,67,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",3,12/10/2018,40% Discount,Hyderabad,S6895:LTY8KO
969,Thoughtsphere,image/jpeg,Beauty & Health,15,Vivamus tortor. Duis mattis egestas metus.,1,14/10/2018,60% Discount,Jabalpur,M8207:PD5KHR
970,Rhyzio,image/gif,Fashion,6,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0,28/10/2018,Rs.400 Cash Off,Visakhapatnam,V5885:1DK48G
971,Photofeed,image/png,Fashion,8,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,3,29/10/2018,Rs.300 Cash Off,Mumbai,O2249:GIY25I
972,Dabshots,image/png,Laptops & Gaming,97,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,4,17/09/2018,Rs.500 Cash Off,Haora,Y4754:FZQLEM
973,Bubblemix,image/gif,TV/Audio/Video & Movies,58,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",4,01/10/2018,Rs.400 Cashback,Nagpur,N0212:3PG4WO
974,Zooveo,image/jpeg,Entertainment,84,Nam tristique tortor eu pede.,3,01/10/2018,60% Discount,Lucknow,S0458:C4YKWY
975,Thoughtworks,image/tiff,Entertainment,81,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",4,16/10/2018,40% Discount,Faridabad,H6373:B71T0K
976,Topicblab,image/png,Computers,14,Donec ut mauris eget massa tempor convallis.,0,01/10/2018,Rs.30 Cash Off,Delhi,Y4102:A4ASWV
977,Twimm,image/png,Fashion,46,Aenean lectus. Pellentesque eget nunc.,2,28/10/2018,Rs.10 Cash Off,Srinagar,N0639:AAYU3C
978,Agivu,image/png,Fashion,44,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,5,15/09/2018,Rs.500 Cash Off,Kolkata,T9718:A6BLPI
979,Skippad,image/tiff,Fashion,72,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",5,23/10/2018,Rs.400 Cashback,Nagpur,W7634:90SGMD
980,Linkbuzz,image/png,TV/Audio/Video & Movies,88,Aenean lectus.,1,20/09/2018,20% Discount,Teni,Q2547:N1PHT6
981,Wordtune,image/x-tiff,Beauty & Health,17,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,2,28/09/2018,FREE,Jodhpur,D9021:TBZKBY
982,Dabfeed,image/pjpeg,Food & Dining,4,Duis ac nibh.,4,25/09/2018,Rs.500 Cash Off,Chennai,Q4900:IEF0S8
983,Edgepulse,image/tiff,Mobiles & Tablets,39,Sed ante.,4,02/10/2018,20% Discount,Kalyan,G3752:RU6PFV
984,Mymm,image/png,Fashion,72,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",2,27/09/2018,80% Discount,Pune,J7323:HETZ1C
985,Fatz,image/gif,Laptops & Gaming,58,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,3,02/10/2018,Rs.30 Cash Off,Agra,C5629:2CZFH2
986,Quinu,image/png,TV/Audio/Video & Movies,18,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1,04/10/2018,Rs.500 Cashback,Lucknow,D8271:HJHMLX
987,Wordtune,image/pjpeg,Beauty & Health,92,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",3,27/09/2018,60% Discount,Jaipur,Z5216:QBH9S0
988,Linktype,image/pjpeg,Computers,44,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",1,24/09/2018,80% Discount,Mumbai,F6079:WL1RXQ
989,Mudo,image/jpeg,Laptops & Gaming,91,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",5,12/09/2018,10% Discount,Mumbai,N1231:6PE7FC
990,Photofeed,image/png,TV/Audio/Video & Movies,56,Mauris lacinia sapien quis libero.,5,05/10/2018,60% Discount,Agra,T6619:7GFC8S
991,Chatterbridge,image/jpeg,Beauty & Health,35,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2,13/09/2018,40% Discount,Kanpur,T1818:AGGALJ
992,Tekfly,image/pjpeg,Home Furnishing & Decor,91,Mauris ullamcorper purus sit amet nulla.,5,12/09/2018,Rs.200 Cashback,Kolkata,C8064:GIYU8P
993,Vinder,image/pjpeg,Laptops & Gaming,4,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1,17/09/2018,20% Discount,Nowrangapur,B7534:66TOY0
994,Realcube,image/png,Food & Dining,55,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,5,19/10/2018,Rs.100 Cash Off,Thane,D1332:Q5IJDV
995,Viva,image/tiff,Home Furnishing & Decor,49,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,0,13/09/2018,Rs.50 Cashback,Nowrangapur,P4562:6SDDBV
996,Fivespan,image/gif,TV/Audio/Video & Movies,63,Nulla tempus.,5,20/09/2018,Rs.200 Cash Off,Kalyan,B4226:FY77T9
997,Jamia,image/jpeg,Food & Dining,17,Morbi non lectus.,5,13/09/2018,Rs.200 Cash Off,Srinagar,I6026:84UPMH
998,Yambee,image/pjpeg,Entertainment,70,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,5,16/09/2018,FREE,Navi Mumbai,O2439:OV4RW2
999,Jatri,image/tiff,Food & Dining,64,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,2,26/09/2018,90% Discount,Shivaji Nagar,E9267:YT6OQL
1000,Quimba,image/tiff,TV/Audio/Video & Movies,13,Proin risus.,4,08/10/2018,Rs.10 Cash Off,Ghaziabad,N0386:RHAHGA
